"molecule","compound"
"ACT12_M_72778","chloromethiuron"
"ACT12_M_72788","diafenthiuron"
"ACT12_M_72789","unclassified acaricides"
"ACT12_M_72790","acequinocyl"
"ACT12_M_72794","acynonapyr"
"ACT12_M_72797","amidoflumet"
"ACT12_M_72801","arsenous oxide"
"ACT12_M_72802","clenpirin"
"ACT12_M_72814","closantel"
"ACT12_M_72815","crotamiton"
"ACT12_M_72851","cycloprate"
"ACT12_M_72864","cymiazole"
"ACT12_M_72895","disulfiram"
"ACT12_M_72908","etoxazole"
"ACT12_M_72909","fenazaflor"
"ACT12_M_72913","fenazaquin"
"ACT12_M_72914","fluenetil"
"ACT12_M_72915","flupentiofenox"
"ACT12_M_72916","mesulfen"
"ACT12_M_72936","MNAF"
"ACT12_M_72954","nifluridide"
"ACT12_M_72969","nikkomycins"
"ACT12_M_72970","pyridaben"
"ACT12_M_72971","sulfiram"
"ACT12_M_73005","sulfluramid"
"ACT12_M_73055","sulfur"
"ACT12_M_73056","thuringiensin"
"ACT12_M_73060","triarathene"
"ACT12_M_73061","azobenzene"
"ACT12_M_73063","benzoximate"
"ACT12_M_73064","benzyl benzoate"
"ACT12_M_73067","bromopropylate"
"ACT12_M_73134","chlorbenside"
"ACT12_M_73136","chlorfenethol"
"ACT12_M_73158","chlorfenson"
"ACT12_M_73159","chlorfensulphide"
"ACT12_M_73194","chlorobenzilate"
"ACT12_M_73197","chloropropylate"
"ACT12_M_73199","cyflumetofen"
"ACT12_M_73202","DDT"
"ACT12_M_73203","dicofol"
"ACT12_M_73204","diphenyl sulfone"
"ACT12_M_73210","dofenapyn"
"ACT12_M_73268","fenson"
"ACT12_M_73272","fentrifanil"
"ACT12_M_73275","fluorbenside"
"ACT12_M_73276","genit"
"ACT12_M_73277","hexachlorophene"
"ACT12_M_73293","phenproxide"
"ACT12_M_73299","proclonol"
"ACT12_M_73300","tetradifon"
"ACT12_M_73301","tetrasul"
"ACT12_M_73303","oxime carbamate acaricides"
"ACT12_M_73307","aldicarb"
"ACT12_M_73325","butocarboxim"
"ACT12_M_73326","oxamyl"
"ACT12_M_73329","thiocarboxime"
"ACT12_M_73339","thiofanox"
"ACT12_M_73340","carbazate acaricides"
"ACT12_M_73343","bifenazate"
"ACT12_M_73344","dinitrophenol acaricides"
"ACT12_M_73347","binapacryl"
"ACT12_M_73468","dinex"
"ACT12_M_73469","dinobuton"
"ACT12_M_73477","dinocap"
"ACT12_M_73478","dinocap-4"
"ACT12_M_73481","dinocap-6"
"ACT12_M_73483","dinocton"
"ACT12_M_73487","dinopenton"
"ACT12_M_73505","dinosulfon"
"ACT12_M_73511","dinoterbon"
"ACT12_M_73532","DNOC"
"ACT12_M_73551","formamidine acaricides"
"ACT12_M_73552","amitraz"
"ACT12_M_73558","chlordimeform"
"ACT12_M_73559","chloromebuform"
"ACT12_M_73570","formetanate"
"ACT12_M_73571","formparanate"
"ACT12_M_73572","medimeform"
"ACT12_M_73576","semiamitraz"
"ACT12_M_73583","isoxazoline acaricides"
"ACT12_M_73585","afoxolaner"
"ACT12_M_73588","esafoxolaner"
"ACT12_M_73591","fluralaner"
"ACT12_M_73625","lotilaner"
"ACT12_M_73654","sarolaner"
"ACT12_M_73655","tigolaner"
"ACT12_M_73659","macrocyclic lactone acaricides"
"ACT12_M_73661","tetranactin"
"ACT12_M_73663","avermectin acaricides"
"ACT12_M_73692","abamectin"
"ACT12_M_73743","doramectin"
"ACT12_M_73744","eprinomectin"
"ACT12_M_73750","ivermectin"
"ACT12_M_73752","selamectin"
"ACT12_M_73777","milbemycin acaricides"
"ACT12_M_73784","milbemectin"
"ACT12_M_73788","milbemycin oxime"
"ACT12_M_73799","moxidectin"
"ACT12_M_73856","mite growth regulators"
"ACT12_M_73857","clofentezine"
"ACT12_M_73861","cyromazine"
"ACT12_M_73863","diflovidazin"
"ACT12_M_73864","dofenapyn"
"ACT12_M_73865","fluazuron"
"ACT12_M_73866","flubenzimine"
"ACT12_M_73867","flucycloxuron"
"ACT12_M_73868","flufenoxuron"
"ACT12_M_73890","hexythiazox"
"ACT12_M_73893","organochlorine acaricides"
"ACT12_M_73894","bromocyclen"
"ACT12_M_73905","camphechlor"
"ACT12_M_73911","DDT"
"ACT12_M_73912","dienochlor"
"ACT12_M_73914","endosulfan"
"ACT12_M_73915","lindane"
"ACT12_M_73916","organophosphorus acaricides"
"ACT12_M_73917","organophosphate acaricides"
"ACT12_M_73920","chlorfenvinphos"
"ACT12_M_73921","crotoxyphos"
"ACT12_M_73923","dichlorvos"
"ACT12_M_73924","heptenophos"
"ACT12_M_73925","mevinphos"
"ACT12_M_73926","monocrotophos"
"ACT12_M_73941","naled"
"ACT12_M_73943","TEPP"
"ACT12_M_74048","tetrachlorvinphos"
"ACT12_M_74054","organothiophosphate acaricides"
"ACT12_M_74055","amidithion"
"ACT12_M_74056","amiton"
"ACT12_M_74061","azinphos-ethyl"
"ACT12_M_74069","azinphos-methyl"
"ACT12_M_74075","azothoate"
"ACT12_M_74076","benoxafos"
"ACT12_M_74078","bromophos"
"ACT12_M_74126","bromophos-ethyl"
"ACT12_M_74129","carbophenothion"
"ACT12_M_74130","chlorpyrifos"
"ACT12_M_74133","chlorthiophos"
"ACT12_M_74134","coumaphos"
"ACT12_M_74136","cyanthoate"
"ACT12_M_74137","demeton"
"ACT12_M_74146","demeton-O"
"ACT12_M_74150","demeton-S"
"ACT12_M_74151","demeton-methyl"
"ACT12_M_74154","demeton-O-methyl"
"ACT12_M_74157","demeton-S-methyl"
"ACT12_M_74308","demeton-S-methylsulphon"
"ACT12_M_74309","dialifos"
"ACT12_M_74312","diazinon"
"ACT12_M_74316","dimethoate"
"ACT12_M_74319","dioxathion"
"ACT12_M_74321","disulfoton"
"ACT12_M_74322","endothion"
"ACT12_M_74351","ethion"
"ACT12_M_74364","ethoate-methyl"
"ACT12_M_74365","formothion"
"ACT12_M_74366","malathion"
"ACT12_M_74367","mecarbam"
"ACT12_M_74368","methacrifos"
"ACT12_M_74369","omethoate"
"ACT12_M_74386","oxydeprofos"
"ACT12_M_74391","oxydisulfoton"
"ACT12_M_74394","parathion"
"ACT12_M_74403","phenkapton"
"ACT12_M_74472","phorate"
"ACT12_M_74473","phosalone"
"ACT12_M_74474","phosmet"
"ACT12_M_74475","phostin"
"ACT12_M_74478","phoxim"
"ACT12_M_74491","pirimiphos-methyl"
"ACT12_M_74494","prothidathion"
"ACT12_M_74495","prothoate"
"ACT12_M_74502","pyrimitate"
"ACT12_M_74503","quinalphos"
"ACT12_M_74513","quintiofos"
"ACT12_M_74647","sophamide"
"ACT12_M_74687","sulfotep"
"ACT12_M_74715","thiometon"
"ACT12_M_74716","triazophos"
"ACT12_M_74718","trifenofos"
"ACT12_M_74726","vamidothion"
"ACT12_M_74728","phosphonate acaricides"
"ACT12_M_74730","trichlorfon"
"ACT12_M_74732","phosphoramidothioate acaricides"
"ACT12_M_74735","isocarbophos"
"ACT12_M_74736","methamidophos"
"ACT12_M_74737","propetamphos"
"ACT12_M_74738","phosphorodiamide acaricides"
"ACT12_M_74747","dimefox"
"ACT12_M_74748","mipafox"
"ACT12_M_74761","schradan"
"ACT12_M_74765","organotin acaricides"
"ACT12_M_74775","azocyclotin"
"ACT12_M_74778","cyhexatin"
"ACT12_M_74812","fenbutatin oxide"
"ACT12_M_74840","phostin"
"ACT12_M_74842","phenylsulfamide acaricides"
"ACT12_M_74846","dichlofluanid"
"ACT12_M_74865","phthalimide acaricides"
"ACT12_M_74874","dialifos"
"ACT12_M_74875","phosmet"
"ACT12_M_74877","pyrazole acaricides"
"ACT12_M_74878","cyenopyrafen"
"ACT12_M_74885","cyetpyrafen"
"ACT12_M_74892","fenpyroximate"
"ACT12_M_74897","phenylpyrazole acaricides"
"ACT12_M_75035","acetoprole"
"ACT12_M_75038","fipronil"
"ACT12_M_75042","vaniliprole"
"ACT12_M_75043","pyrazolecarboxamide acaricides"
"ACT12_M_75044","pyflubumide"
"ACT12_M_75047","tebufenpyrad"
"ACT12_M_75049","pyrethroid acaricides"
"ACT12_M_75055","pyrethroid ester acaricides"
"ACT12_M_75056","acrinathrin"
"ACT12_M_75057","bifenthrin"
"ACT12_M_75065","brofluthrinate"
"ACT12_M_75066","cyhalothrin"
"ACT12_M_75070","cypermethrin"
"ACT12_M_75073","alpha-cypermethrin"
"ACT12_M_75077","fenpropathrin"
"ACT12_M_75082","fenvalerate"
"ACT12_M_75087","flucythrinate"
"ACT12_M_75117","flumethrin"
"ACT12_M_75152","fluvalinate"
"ACT12_M_75158","tau-fluvalinate"
"ACT12_M_75232","permethrin"
"ACT12_M_75293","pyrethroid ether acaricides"
"ACT12_M_75296","halfenprox"
"ACT12_M_75297","pyrimidinamine acaricides"
"ACT12_M_75298","pyrimidifen"
"ACT12_M_75299","pyrrole acaricides"
"ACT12_M_75305","chlorfenapyr"
"ACT12_M_75306","quaternary ammonium acaricides"
"ACT12_M_75307","sanguinarine"
"ACT12_M_75315","quinoxaline acaricides"
"ACT12_M_75362","chinomethionat"
"ACT12_M_75363","thioquinox"
"ACT12_M_75364","strobilurin acaricides"
"ACT12_M_75371","methoxyacrylate strobilurin acaricides"
"ACT12_M_75372","bifujunzhi"
"ACT12_M_75374","fluacrypyrim"
"ACT12_M_75376","flufenoxystrobin"
"ACT12_M_75380","pyriminostrobin"
"ACT12_M_75387","sulfite ester acaricides"
"ACT12_M_75388","aramite"
"ACT12_M_75389","propargite"
"ACT12_M_75404","tetronic acid acaricides"
"ACT12_M_75407","spirodiclofen"
"ACT12_M_75408","spiromesifen"
"ACT12_M_75410","tetrazine acaricides"
"ACT12_M_75412","clofentezine"
"ACT12_M_75414","diflovidazin"
"ACT12_M_75417","thiazolidine acaricides"
"ACT12_M_75495","flubenzimine"
"ACT12_M_75496","hexythiazox"
"ACT12_M_75504","thiocarbamate acaricides"
"ACT12_M_75518","fenothiocarb"
"ACT12_M_75523","thiourea acaricides"
"ACT12_M_75524","chloromethiuron"
"ACT12_M_75560","diafenthiuron"
"ACT12_M_75561","unclassified acaricides"
"ACT12_M_75566","acequinocyl"
"ACT12_M_75571","acynonapyr"
"ACT12_M_75576","amidoflumet"
"ACT12_M_75593","arsenous oxide"
"ACT12_M_75600","clenpirin"
"ACT12_M_75602","closantel"
"ACT12_M_75622","crotamiton"
"ACT12_M_75624","cycloprate"
"ACT12_M_75632","cymiazole"
"ACT12_M_75635","disulfiram"
"ACT12_M_75636","etoxazole"
"ACT12_M_75641","fenazaflor"
"ACT12_M_75648","fenazaquin"
"ACT12_M_75649","fluenetil"
"ACT12_M_75651","flupentiofenox"
"ACT12_M_75657","mesulfen"
"ACT12_M_75705","MNAF"
"ACT12_M_75708","nifluridide"
"ACT12_M_75709","nikkomycins"
"ACT12_M_75710","pyridaben"
"ACT12_M_75716","sulfiram"
"ACT12_M_75724","sulfluramid"
"ACT12_M_75731","sulfur"
"ACT12_M_75736","thuringiensin"
"ACT12_M_75739","triarathene"
"ACT12_M_75747","azobenzene"
"ACT12_M_75748","benzoximate"
"ACT12_M_75749","benzyl benzoate"
"ACT12_M_75752","bromopropylate"
"ACT12_M_75753","chlorbenside"
"ACT12_M_75754","chlorfenethol"
"ACT12_M_75771","chlorfenson"
"ACT12_M_75856","chlorfensulphide"
"ACT12_M_75866","chlorobenzilate"
"ACT12_M_75867","chloropropylate"
"ACT12_M_75896","cyflumetofen"
"ACT12_M_75898","DDT"
"ACT12_M_75939","dicofol"
"ACT12_M_75941","diphenyl sulfone"
"ACT12_M_75945","dofenapyn"
"ACT12_M_75950","fenson"
"ACT12_M_75952","fentrifanil"
"ACT12_M_75955","fluorbenside"
"ACT12_M_75959","genit"
"ACT12_M_75962","hexachlorophene"
"ACT12_M_75971","phenproxide"
"ACT12_M_75979","proclonol"
"ACT12_M_75981","tetradifon"
"ACT12_M_75982","tetrasul"
"ACT12_M_76069","oxime carbamate acaricides"
"ACT12_M_76071","aldicarb"
"ACT12_M_76073","butocarboxim"
"ACT12_M_76074","oxamyl"
"ACT12_M_76076","thiocarboxime"
"ACT12_M_76082","thiofanox"
"ACT12_M_76092","carbazate acaricides"
"ACT12_M_76097","bifenazate"
"ACT12_M_76126","dinitrophenol acaricides"
"ACT12_M_76143","binapacryl"
"ACT12_M_76148","dinex"
"ACT12_M_76152","dinobuton"
"ACT12_M_76205","dinocap"
"ACT12_M_76220","dinocap-4"
"ACT12_M_76229","dinocap-6"
"ACT12_M_76230","dinocton"
"ACT12_M_76232","dinopenton"
"ACT12_M_76233","dinosulfon"
"ACT12_M_76235","dinoterbon"
"ACT12_M_76240","DNOC"
"ACT12_M_76246","formamidine acaricides"
"ACT12_M_76249","amitraz"
"ACT12_M_76250","chlordimeform"
"ACT12_M_76256","chloromebuform"
"ACT12_M_76257","formetanate"
"ACT12_M_76262","formparanate"
"ACT12_M_76263","medimeform"
"ACT12_M_76327","semiamitraz"
"ACT12_M_76384","isoxazoline acaricides"
"ACT12_M_76386","afoxolaner"
"ACT12_M_76388","esafoxolaner"
"ACT12_M_76393","fluralaner"
"ACT12_M_76396","lotilaner"
"ACT12_M_76397","sarolaner"
"ACT12_M_76400","tigolaner"
"ACT12_M_76401","macrocyclic lactone acaricides"
"ACT12_M_76408","tetranactin"
"ACT12_M_76409","avermectin acaricides"
"ACT12_M_76412","abamectin"
"ACT12_M_76428","doramectin"
"ACT12_M_76441","eprinomectin"
"ACT12_M_76443","ivermectin"
"ACT12_M_76445","selamectin"
"ACT12_M_76448","milbemycin acaricides"
"ACT12_M_76494","milbemectin"
"ACT12_M_76495","milbemycin oxime"
"ACT12_M_76500","moxidectin"
"ACT12_M_76531","mite growth regulators"
"ACT12_M_76535","clofentezine"
"ACT12_M_76586","cyromazine"
"ACT12_M_76601","diflovidazin"
"ACT12_M_76610","dofenapyn"
"ACT12_M_76611","fluazuron"
"ACT12_M_76613","flubenzimine"
"ACT12_M_76614","flucycloxuron"
"ACT12_M_76616","flufenoxuron"
"ACT12_M_76619","hexythiazox"
"ACT12_M_76641","organochlorine acaricides"
"ACT12_M_76642","bromocyclen"
"ACT12_M_76643","camphechlor"
"ACT12_M_76650","DDT"
"ACT12_M_76661","dienochlor"
"ACT12_M_76662","endosulfan"
"ACT12_M_76670","lindane"
"ACT12_M_76759","organophosphorus acaricides"
"ACT12_M_76762","organophosphate acaricides"
"ACT12_M_76763","chlorfenvinphos"
"ACT12_M_76764","crotoxyphos"
"ACT12_M_76765","dichlorvos"
"ACT12_M_76772","heptenophos"
"ACT12_M_76774","mevinphos"
"ACT12_M_76775","monocrotophos"
"ACT12_M_76776","naled"
"ACT12_M_76806","TEPP"
"ACT12_M_76807","tetrachlorvinphos"
"ACT12_M_76816","organothiophosphate acaricides"
"ACT12_M_76825","amidithion"
"ACT12_M_76831","amiton"
"ACT12_M_76852","azinphos-ethyl"
"ACT12_M_76854","azinphos-methyl"
"ACT12_M_76856","azothoate"
"ACT12_M_76858","benoxafos"
"ACT12_M_76860","bromophos"
"ACT12_M_76870","bromophos-ethyl"
"ACT12_M_76871","carbophenothion"
"ACT12_M_76872","chlorpyrifos"
"ACT12_M_76873","chlorthiophos"
"ACT12_M_76875","coumaphos"
"ACT12_M_76888","cyanthoate"
"ACT12_M_76889","demeton"
"ACT12_M_76890","demeton-O"
"ACT12_M_76952","demeton-S"
"ACT12_M_76961","demeton-methyl"
"ACT12_M_76963","demeton-O-methyl"
"ACT12_M_76993","demeton-S-methyl"
"ACT12_M_76994","demeton-S-methylsulphon"
"ACT12_M_77030","dialifos"
"ACT12_M_77031","diazinon"
"ACT12_M_77032","dimethoate"
"ACT12_M_77076","dioxathion"
"ACT12_M_77077","disulfoton"
"ACT12_M_77080","endothion"
"ACT12_M_77083","ethion"
"ACT12_M_77084","ethoate-methyl"
"ACT12_M_77085","formothion"
"ACT12_M_77086","malathion"
"ACT12_M_77088","mecarbam"
"ACT12_M_77089","methacrifos"
"ACT12_M_77114","omethoate"
"ACT12_M_77117","oxydeprofos"
"ACT12_M_77124","oxydisulfoton"
"ACT12_M_77133","parathion"
"ACT12_M_77238","phenkapton"
"ACT12_M_77252","phorate"
"ACT12_M_77254","phosalone"
"ACT12_M_77263","phosmet"
"ACT12_M_77264","phostin"
"ACT12_M_77266","phoxim"
"ACT12_M_77267","pirimiphos-methyl"
"ACT12_M_77288","prothidathion"
"ACT12_M_77307","prothoate"
"ACT12_M_77308","pyrimitate"
"ACT12_M_77309","quinalphos"
"ACT12_M_77311","quintiofos"
"ACT12_M_77319","sophamide"
"ACT12_M_77321","sulfotep"
"ACT12_M_77322","thiometon"
"ACT12_M_77324","triazophos"
"ACT12_M_77325","trifenofos"
"ACT12_M_77326","vamidothion"
"ACT12_M_77328","phosphonate acaricides"
"ACT12_M_77329","trichlorfon"
"ACT12_M_77332","phosphoramidothioate acaricides"
"ACT12_M_77336","isocarbophos"
"ACT12_M_77337","methamidophos"
"ACT12_M_77338","propetamphos"
"ACT12_M_77340","phosphorodiamide acaricides"
"ACT12_M_77346","dimefox"
"ACT12_M_77347","mipafox"
"ACT12_M_77355","schradan"
"ACT12_M_77386","organotin acaricides"
"ACT12_M_77420","azocyclotin"
"ACT12_M_77425","cyhexatin"
"ACT12_M_77447","fenbutatin oxide"
"ACT12_M_77454","phostin"
"ACT12_M_77468","phenylsulfamide acaricides"
"ACT12_M_77506","dichlofluanid"
"ACT12_M_77507","phthalimide acaricides"
"ACT12_M_77508","dialifos"
"ACT12_M_77510","phosmet"
"ACT12_M_77518","pyrazole acaricides"
"ACT12_M_77520","cyenopyrafen"
"ACT12_M_77523","cyetpyrafen"
"ACT12_M_77548","fenpyroximate"
"ACT12_M_77549","phenylpyrazole acaricides"
"ACT12_M_77554","acetoprole"
"ACT12_M_77560","fipronil"
"ACT12_M_77563","vaniliprole"
"ACT12_M_77564","pyrazolecarboxamide acaricides"
"ACT12_M_77567","pyflubumide"
"ACT12_M_77595","tebufenpyrad"
"ACT12_M_77597","pyrethroid acaricides"
"ACT12_M_77602","pyrethroid ester acaricides"
"ACT12_M_77604","acrinathrin"
"ACT12_M_77608","bifenthrin"
"ACT12_M_77610","brofluthrinate"
"ACT12_M_77611","cyhalothrin"
"ACT12_M_77613","cypermethrin"
"ACT12_M_77616","alpha-cypermethrin"
"ACT12_M_77631","fenpropathrin"
"ACT12_M_77632","fenvalerate"
"ACT12_M_77633","flucythrinate"
"ACT12_M_77635","flumethrin"
"ACT12_M_77641","fluvalinate"
"ACT12_M_77643","tau-fluvalinate"
"ACT12_M_77657","permethrin"
"ACT12_M_77737","pyrethroid ether acaricides"
"ACT12_M_77748","halfenprox"
"ACT12_M_77752","pyrimidinamine acaricides"
"ACT12_M_77783","pyrimidifen"
"ACT12_M_77794","pyrrole acaricides"
"ACT12_M_77795","chlorfenapyr"
"ACT12_M_77810","quaternary ammonium acaricides"
"ACT12_M_77812","sanguinarine"
"ACT12_M_77816","quinoxaline acaricides"
"ACT12_M_77842","chinomethionat"
"ACT12_M_77843","thioquinox"
"ACT12_M_77846","strobilurin acaricides"
"ACT12_M_77847","methoxyacrylate strobilurin acaricides"
"ACT12_M_77848","bifujunzhi"
"ACT12_M_77850","fluacrypyrim"
"ACT12_M_77852","flufenoxystrobin"
"ACT12_M_77856","pyriminostrobin"
"ACT12_M_77863","sulfite ester acaricides"
"ACT12_M_77872","aramite"
"ACT12_M_77877","propargite"
"ACT12_M_77900","tetronic acid acaricides"
"ACT12_M_77921","spirodiclofen"
"ACT12_M_77933","spiromesifen"
"ACT12_M_77935","tetrazine acaricides"
"ACT12_M_77942","clofentezine"
"ACT12_M_77951","diflovidazin"
"ACT12_M_77952","thiazolidine acaricides"
"ACT12_M_77954","flubenzimine"
"ACT12_M_77955","hexythiazox"
"ACT12_M_77956","thiocarbamate acaricides"
"ACT12_M_77959","fenothiocarb"
"ACT12_M_77962","thiourea acaricides"
"ACT12_M_77965","chloromethiuron"
"ACT12_M_77996","diafenthiuron"
"ACT12_M_78017","unclassified acaricides"
"ACT12_M_78018","acequinocyl"
"ACT12_M_78034","acynonapyr"
"ACT12_M_78035","amidoflumet"
"ACT12_M_78036","arsenous oxide"
"ACT12_M_78042","clenpirin"
"ACT12_M_78043","closantel"
"ACT12_M_78047","crotamiton"
"ACT12_M_78048","cycloprate"
"ACT12_M_78059","cymiazole"
"ACT12_M_78060","disulfiram"
"ACT12_M_78062","etoxazole"
"ACT12_M_78067","fenazaflor"
"ACT12_M_78069","fenazaquin"
"ACT12_M_78071","fluenetil"
"ACT12_M_78074","flupentiofenox"
"ACT12_M_78082","mesulfen"
"ACT12_M_78166","MNAF"
"ACT12_M_78171","nifluridide"
"ACT12_M_78173","nikkomycins"
"ACT12_M_78176","pyridaben"
"ACT12_M_78214","sulfiram"
"ACT12_M_78215","sulfluramid"
"ACT12_M_78217","sulfur"
"ACT12_M_78313","thuringiensin"
"ACT12_M_78317","triarathene"
"ACT12_M_78319","azobenzene"
"ACT12_M_78320","benzoximate"
"ACT12_M_78323","benzyl benzoate"
"ACT12_M_78324","bromopropylate"
"ACT12_M_78328","chlorbenside"
"ACT12_M_78339","chlorfenethol"
"ACT12_M_78346","chlorfenson"
"ACT12_M_78352","chlorfensulphide"
"ACT12_M_78359","chlorobenzilate"
"ACT12_M_78360","chloropropylate"
"ACT12_M_78361","cyflumetofen"
"ACT12_M_78362","DDT"
"ACT12_M_78363","dicofol"
"ACT12_M_78364","diphenyl sulfone"
"ACT12_M_78368","dofenapyn"
"ACT12_M_78369","fenson"
"ACT12_M_78385","fentrifanil"
"ACT12_M_78391","fluorbenside"
"ACT12_M_78395","genit"
"ACT12_M_78396","hexachlorophene"
"ACT12_M_78399","phenproxide"
"ACT12_M_78402","proclonol"
"ACT12_M_78404","tetradifon"
"ACT12_M_78405","tetrasul"
"ACT12_M_78406","oxime carbamate acaricides"
"ACT12_M_78407","aldicarb"
"ACT12_M_78408","butocarboxim"
"ACT12_M_78410","oxamyl"
"ACT12_M_78411","thiocarboxime"
"ACT12_M_78415","thiofanox"
"ACT12_M_78417","carbazate acaricides"
"ACT12_M_78418","bifenazate"
"ACT12_M_78419","dinitrophenol acaricides"
"ACT12_M_78420","binapacryl"
"ACT12_M_78422","dinex"
"ACT12_M_78424","dinobuton"
"ACT12_M_78426","dinocap"
"ACT12_M_78428","dinocap-4"
"ACT12_M_78429","dinocap-6"
"ACT12_M_78447","dinocton"
"ACT12_M_78535","dinopenton"
"ACT12_M_78559","dinosulfon"
"ACT12_M_78567","dinoterbon"
"ACT12_M_78573","DNOC"
"ACT12_M_78585","formamidine acaricides"
"ACT12_M_78592","amitraz"
"ACT12_M_78593","chlordimeform"
"ACT12_M_78600","chloromebuform"
"ACT12_M_78602","formetanate"
"ACT12_M_78621","formparanate"
"ACT12_M_78624","medimeform"
"ACT12_M_78626","semiamitraz"
"ACT12_M_78629","isoxazoline acaricides"
"ACT12_M_78630","afoxolaner"
"ACT12_M_78683","esafoxolaner"
"ACT12_M_78684","fluralaner"
"ACT12_M_78685","lotilaner"
"ACT12_M_78686","sarolaner"
"ACT12_M_78716","tigolaner"
"ACT12_M_78728","macrocyclic lactone acaricides"
"ACT12_M_78731","tetranactin"
"ACT12_M_78732","avermectin acaricides"
"ACT12_M_78733","abamectin"
"ACT12_M_78737","doramectin"
"ACT12_M_78738","eprinomectin"
"ACT12_M_78747","ivermectin"
"ACT12_M_78748","selamectin"
"ACT12_M_78749","milbemycin acaricides"
"ACT12_M_78767","milbemectin"
"ACT12_M_78775","milbemycin oxime"
"ACT12_M_78776","moxidectin"
"ACT12_M_78779","mite growth regulators"
"ACT12_M_78795","clofentezine"
"ACT12_M_78797","cyromazine"
"ACT12_M_78798","diflovidazin"
"ACT12_M_78800","dofenapyn"
"ACT12_M_78802","fluazuron"
"ACT12_M_78807","flubenzimine"
"ACT12_M_78808","flucycloxuron"
"ACT12_M_78810","flufenoxuron"
"ACT12_M_78811","hexythiazox"
"ACT12_M_78812","organochlorine acaricides"
"ACT12_M_78813","bromocyclen"
"ACT12_M_78816","camphechlor"
"ACT12_M_78818","DDT"
"ACT12_M_78821","dienochlor"
"ACT12_M_78822","endosulfan"
"ACT12_M_78828","lindane"
"ACT12_M_78829","organophosphorus acaricides"
"ACT12_M_78831","organophosphate acaricides"
"ACT12_M_78846","chlorfenvinphos"
"ACT12_M_78847","crotoxyphos"
"ACT12_M_78849","dichlorvos"
"ACT12_M_78850","heptenophos"
"ACT12_M_78856","mevinphos"
"ACT12_M_78863","monocrotophos"
"ACT12_M_78865","naled"
"ACT12_M_78946","TEPP"
"ACT12_M_78959","tetrachlorvinphos"
"ACT12_M_78960","organothiophosphate acaricides"
"ACT12_M_78963","amidithion"
"ACT12_M_78965","amiton"
"ACT12_M_78968","azinphos-ethyl"
"ACT12_M_78981","azinphos-methyl"
"ACT12_M_78985","azothoate"
"ACT12_M_78986","benoxafos"
"ACT12_M_78987","bromophos"
"ACT12_M_79007","bromophos-ethyl"
"ACT12_M_79008","carbophenothion"
"ACT12_M_79010","chlorpyrifos"
"ACT12_M_79018","chlorthiophos"
"ACT12_M_79019","coumaphos"
"ACT12_M_79024","cyanthoate"
"ACT12_M_79035","demeton"
"ACT12_M_79051","demeton-O"
"ACT12_M_79100","demeton-S"
"ACT12_M_79101","demeton-methyl"
"ACT12_M_79110","demeton-O-methyl"
"ACT12_M_79113","demeton-S-methyl"
"ACT12_M_79115","demeton-S-methylsulphon"
"ACT12_M_79117","dialifos"
"ACT12_M_79126","diazinon"
"ACT12_M_79152","dimethoate"
"ACT12_M_79155","dioxathion"
"ACT12_M_79156","disulfoton"
"ACT12_M_79158","endothion"
"ACT12_M_79195","ethion"
"ACT12_M_79198","ethoate-methyl"
"ACT12_M_79200","formothion"
"ACT12_M_79215","malathion"
"ACT12_M_79216","mecarbam"
"ACT12_M_79217","methacrifos"
"ACT12_M_79236","omethoate"
"ACT12_M_79239","oxydeprofos"
"ACT12_M_79256","oxydisulfoton"
"ACT12_M_79258","parathion"
"ACT12_M_79260","phenkapton"
"ACT12_M_79287","phorate"
"ACT12_M_79290","phosalone"
"ACT12_M_79292","phosmet"
"ACT12_M_79299","phostin"
"ACT12_M_79301","phoxim"
"ACT12_M_79310","pirimiphos-methyl"
"ACT12_M_79314","prothidathion"
"ACT12_M_79315","prothoate"
"ACT12_M_79372","pyrimitate"
"ACT12_M_79403","quinalphos"
"ACT12_M_79404","quintiofos"
"ACT12_M_79406","sophamide"
"ACT12_M_79410","sulfotep"
"ACT12_M_79418","thiometon"
"ACT12_M_79429","triazophos"
"ACT12_M_79434","trifenofos"
"ACT12_M_79435","vamidothion"
"ACT12_M_79436","phosphonate acaricides"
